Area_SqFt,Bedrooms,Full_Bathrooms,Half_Bathrooms,Location,Year_Built,Garage_Area,Basement_Area,Luxury_Score,Price,House_Age,Total_Bathrooms,Total_Area,Price_Per_SqFt,Luxury_Band
2520.0,1,1,1,Downtown,2025.0,527.8613316697296,919.5548947983694,97.0,1167263.7968777805,1.0,1.5,3967.416226468099,463.1999193959446,1
1459.0,2,2,2,Standard,2022.0,0.0,784.9767157364493,75.0,710909.6880949946,4.0,3.0,2243.9767157364495,487.25818238176464,0
2468.0,4,3,0,Standard,1967.0,526.952713930903,912.2432299923216,61.0,939674.1840926978,59.0,3.0,3907.1959439232246,380.74318642329735,0
1905.0,2,2,0,Standard,2013.0,452.0173831891294,1222.7568618434989,70.0,805156.5528431755,13.0,2.0,3579.774245032628,422.65435844786117,0
2688.0,3,2,1,Standard,1973.0,486.4534026420713,0.0,97.0,912623.2607617663,53.0,2.5,3174.4534026420715,339.5175821286333,1
3662.0,2,2,0,Standard,2019.0,524.3110680528363,0.0,17.0,886594.3428920209,7.0,2.0,4186.311068052836,242.1065928159533,0
1549.0,4,4,0,Suburbs,1994.0,348.95954830687447,660.3320845452357,95.0,726697.1722053334,32.0,4.0,2558.29163285211,469.1395559750377,1
2588.0,2,2,1,Standard,1973.0,338.2815235350277,1049.181330891765,76.0,871214.1203959732,53.0,2.5,3975.4628544267925,336.6360588856156,1
2561.0,2,1,1,Standard,2007.0,302.4289000811175,631.8016184694559,8.0,626798.048080576,19.0,1.5,3495.230518550574,244.74738308495745,0
1940.0,1,1,2,Premium,1980.0,213.3345928376957,0.0,61.0,1026626.3527731608,46.0,2.0,2153.3345928376957,529.1888416356499,0
2125.0,3,2,0,Standard,2011.0,530.7557696592065,860.2487023306041,56.0,876047.3580210418,15.0,2.0,3516.0044719898106,412.25758024519615,0
2680.0,3,2,0,Standard,1970.0,159.38184812945127,0.0,2.0,605918.6590266253,56.0,2.0,2839.381848129451,226.08905187560646,0
2542.0,3,2,1,Suburbs,1993.0,371.53726641104754,1264.7075490468485,75.0,827641.8198938217,33.0,2.5,4178.244815457896,325.58686856562616,0
2808.0,4,3,1,Standard,2004.0,566.840243955266,1228.16274060187,44.0,1056995.906514304,22.0,3.5,4603.002984557136,376.42304363045014,0
2046.0,5,4,0,Suburbs,2013.0,846.9781775105721,733.4713342168179,90.0,951372.4241232796,13.0,4.0,3626.44951172739,464.99140963992164,1
1427.0,2,1,0,Premium,1998.0,176.5585581473496,0.0,85.0,1033965.0002686786,28.0,1.0,1603.5585581473497,724.5725299710432,1
3669.0,3,2,0,Suburbs,1970.0,0.0,1121.2684952054692,64.0,839932.5806689634,56.0,2.0,4790.26849520547,228.926841283446,0
1925.0,5,3,0,Standard,1972.0,678.1993200789377,488.2673464482818,50.0,777165.3446950171,54.0,3.0,3091.4666665272193,403.72225698442446,0
1703.0,3,2,1,Downtown,1969.0,0.0,0.0,2.0,627265.6825248336,57.0,2.5,1703.0,368.3298194508712,0
1831.0,3,1,1,Standard,2003.0,362.067990133244,0.0,41.0,550402.1699874689,23.0,1.5,2193.067990133244,300.6019497473888,0
877.0,2,2,1,Suburbs,2009.0,549.3675265236236,0.0,86.0,567215.2282154477,17.0,2.5,1426.3675265236236,646.767649048401,1
3273.0,5,4,2,Suburbs,2018.0,207.6164960492069,1128.9695314731823,20.0,920086.0199937088,8.0,5.0,4609.5860275223895,281.1139688340082,0
1484.0,3,2,0,Standard,1987.0,503.0710459004468,817.7637297661593,98.0,819362.9897691946,39.0,2.0,2804.834775666606,552.131394723177,1
1870.0,2,1,1,Suburbs,1965.0,301.48444624724254,873.2488532126636,2.0,399982.63065780926,61.0,1.5,3044.733299459906,213.8944548972242,0
1257.0,2,1,2,Standard,2005.0,329.4932222267697,701.7786669776758,64.0,626107.3815467802,21.0,2.0,2288.271889204446,498.0965644763566,0
2906.0,3,2,2,Suburbs,1995.0,375.9002727437918,1087.7667522995716,45.0,748863.8127372848,31.0,3.0,4369.6670250433635,257.69573734937535,0
3882.0,4,2,1,Downtown,2016.0,719.0946120624353,1757.8987172532509,8.0,1451453.51024908,10.0,2.5,6358.993329315686,373.89322778183407,0
1685.0,2,2,0,Premium,1971.0,358.7226343920481,704.1371715767722,85.0,1234914.8103336033,55.0,2.0,2747.85980596882,732.8871277944233,1
3513.0,3,2,0,Standard,2024.0,150.0,1604.5162590549244,62.0,1061834.1382967862,2.0,2.0,5267.516259054924,302.2585079125495,0
1189.0,3,1,2,Standard,1961.0,458.2322487386609,869.8701298002582,10.0,487193.53265267255,65.0,2.0,2517.102378538919,409.75065824446807,0
2329.0,2,1,1,Rural,2018.0,658.3941491056823,896.4807730674096,11.0,381173.4216217341,8.0,1.5,3883.874922173092,163.66398523904428,0
2110.0,2,2,1,Premium,2024.0,195.06300559043336,967.5371225622596,82.0,224203.5669791995,2.0,2.5,3272.6001281526933,106.25761468208508,1
1964.0,1,1,0,Suburbs,1976.0,528.1476008760675,0.0,14.0,344645.7987409477,50.0,1.0,2492.1476008760674,175.48156758704056,0
2671.0,4,3,1,Premium,1971.0,0.0,923.2232676558392,42.0,1451453.51024908,55.0,3.5,3594.223267655839,543.412021807967,0
3257.0,3,2,0,Standard,1961.0,0.0,0.0,92.0,849803.7996698745,65.0,2.0,3257.0,260.9161190266732,1
2115.0,3,2,1,Standard,2020.0,450.4482714432529,0.0,90.0,921040.434798398,6.0,2.5,2565.448271443253,435.48011101579107,1
2605.0,3,2,1,Rural,2019.0,512.4332556167692,1130.2108225631289,16.0,500634.3879264055,7.0,2.5,4247.644078179898,192.18210668959904,0
1274.0,3,2,1,Suburbs,1993.0,0.0,678.7687689369376,37.0,577270.0642970741,33.0,2.5,1952.7687689369377,453.11622001340197,0
1749.0,3,2,0,Suburbs,2014.0,375.1057402790613,660.3061550896949,28.0,594722.2779638973,12.0,2.0,2784.411895368756,340.03560775523005,0
2213.0,3,2,2,Premium,1973.0,394.9787784509641,1165.923933705667,43.0,1451453.51024908,53.0,3.0,3773.902712156631,655.875964866281,0
2796.0,1,1,0,Standard,2011.0,360.8693798131165,1270.077742602229,71.0,834070.9289605968,15.0,1.0,4426.947122415346,298.3086298142335,0
2338.0,4,4,0,Standard,1978.0,215.65826402921613,915.6068535806488,35.0,883142.8942324208,48.0,4.0,3469.2651176098652,377.73434312763936,0
2153.0,1,1,1,Standard,1971.0,150.0,690.6223912226499,99.0,754205.3688878029,55.0,1.5,2993.6223912226496,350.30439799712167,1
2674.0,3,2,0,Rural,2010.0,725.7989814241437,0.0,54.0,491820.4180879627,16.0,2.0,3399.7989814241437,183.92685792369585,0
1968.0,3,2,0,Rural,2006.0,419.6115788527375,1113.4305030056007,85.0,557311.249635715,20.0,2.0,3501.0420818583384,283.1866105872536,1
3389.0,3,2,0,Suburbs,1979.0,475.5789901258736,1193.0788479048788,7.0,684438.8500707695,47.0,2.0,5057.657838030753,201.9589407113513,0
2634.0,2,2,2,Standard,1985.0,447.9734593921099,970.8264550052584,100.0,941026.2802948402,41.0,3.0,4052.7999143973684,357.2613061104177,1
1762.0,4,2,0,Standard,2007.0,637.5576318459309,0.0,60.0,738079.2162168834,19.0,2.0,2399.5576318459307,418.8871828699679,0
3160.0,1,1,1,Suburbs,1971.0,597.6075876909732,1323.400258852946,4.0,533098.9965189423,55.0,1.5,5081.007846543919,168.70221408827288,0
1806.0,4,2,1,Suburbs,2015.0,500.1074654710853,655.3285858908015,10.0,539063.7932121663,11.0,2.5,2961.4360513618867,298.4849353334254,0
2078.0,1,1,2,Standard,1988.0,648.0452824044787,0.0,5.0,506508.9663952615,38.0,2.0,2726.0452824044787,243.74829951648775,0
1612.0,3,2,0,Suburbs,1979.0,235.598192819342,224.60375790008032,87.0,602800.9869493833,47.0,2.0,2072.2019507194223,373.94602168075886,1
1634.0,4,3,0,Rural,1984.0,371.53726641104754,629.9224325311544,38.0,474725.0329247844,42.0,3.0,2635.459698942202,290.5293959148007,0
2474.0,3,2,0,Premium,1971.0,223.0723815039232,823.1197046479883,25.0,1242677.2038187496,55.0,2.0,3520.1920861519116,502.29474689521004,0
2057.0,3,2,0,Premium,1963.0,445.2895952504532,677.0681717932437,24.0,1119400.5752006904,63.0,2.0,3179.357767043697,544.1908484203648,0
954.0,2,2,0,Downtown,1969.0,299.7776212724896,362.568129702877,32.0,541393.0854946047,57.0,2.0,1616.3457509753666,567.4979931809273,0
2218.0,5,3,0,Standard,2011.0,173.36131572745091,859.8762617044856,47.0,924379.0506043192,15.0,3.0,3251.237577431936,416.7624213725515,0
1894.0,4,3,0,Suburbs,1995.0,326.73308629920234,682.5652550328888,69.0,720815.0546023569,31.0,3.0,2903.298341332091,380.5781703285939,0
2240.0,3,2,1,Downtown,1968.0,397.5003800053085,944.353377976862,68.0,1080498.965595705,58.0,2.5,3581.8537579821705,482.36560964093974,0
2603.0,4,3,0,Standard,2014.0,604.5318919959418,861.8449510985697,9.0,875820.0388720409,12.0,3.0,4069.3768430945115,336.46563152978905,0
2600.0,4,3,0,Premium,1971.0,0.0,1129.610559720985,25.0,1451453.51024908,55.0,3.0,3729.6105597209853,558.2513500957999,0
1218.0,2,2,2,Standard,1963.0,150.0,218.85555132873725,61.0,565037.741571341,63.0,3.0,1586.8555513287372,463.9061917662898,0
2580.0,3,2,1,Suburbs,1976.0,587.9595590393369,1102.8097017175091,33.0,681973.5536374872,50.0,2.5,4270.769260756846,264.3308347432121,0
1833.0,4,3,1,Suburbs,1998.0,150.0,0.0,35.0,614216.504334209,28.0,3.5,1983.0,335.0881092930764,0
2337.0,2,2,2,Premium,2002.0,350.675376011914,661.4121682835782,80.0,1451453.51024908,24.0,3.0,3349.087544295492,621.0755285618656,1
1138.0,4,3,1,Rural,2017.0,542.2508918993783,229.7734832636313,75.0,447084.0565601801,9.0,3.5,1910.0243751630096,392.8682395080669,0
2107.0,4,3,1,Standard,1977.0,150.0,0.0,38.0,1451453.51024908,49.0,3.5,2257.0,688.8720978875557,0
3061.0,4,3,0,Rural,1993.0,637.8661852069508,909.7130322018972,64.0,641877.6198350893,33.0,3.0,4608.579217408848,209.6954001421396,0
600.0,3,2,2,Standard,1998.0,401.8585114291012,0.0,95.0,761833.8755044995,28.0,3.0,1001.8585114291012,1269.7231258408326,1
1556.0,3,1,0,Standard,1964.0,473.471688219102,639.7770279755624,64.0,669175.0858512495,62.0,1.0,2669.248716194664,430.0611091589007,0
1725.0,3,1,0,Standard,2011.0,503.07662126479727,663.6565834458507,65.0,771582.9183027141,15.0,1.0,2891.733204710648,447.2944453928778,0
2654.0,3,2,1,Rural,2023.0,367.7958178919744,0.0,56.0,474703.11178808,3.0,2.5,3021.7958178919744,178.86326744087415,0
1989.0,3,1,0,Suburbs,1964.0,430.1600485047088,901.2521521328875,33.0,449493.3556840992,62.0,1.0,3320.4122006375965,225.98962075620875,0
1685.0,3,2,0,Premium,2023.0,390.8971850197119,498.99106111440585,91.0,1451453.51024908,3.0,2.0,2574.8882461341177,861.3967419875845,1
2523.0,2,2,1,Standard,1961.0,301.833139967304,0.0,68.0,760350.4609404071,65.0,2.5,2824.833139967304,301.36760243377216,0
1636.0,3,1,0,Standard,1975.0,347.15426899762446,800.5870868203157,69.0,624465.6089553884,51.0,1.0,2783.74135581794,381.7026949605064,0
2718.0,5,3,0,Standard,1993.0,0.0,1415.0264255859067,23.0,937796.0077539925,33.0,3.0,4133.0264255859065,345.0316437652658,0
961.0,2,2,0,Standard,2023.0,0.0,0.0,94.0,749083.3254700546,3.0,2.0,961.0,779.4831690635324,1
1333.0,3,2,1,Standard,1975.0,298.0049957601962,0.0,8.0,426894.1266234348,51.0,2.5,1631.0049957601962,320.2506576319841,0
1798.0,2,2,2,Downtown,2018.0,592.3162587139768,528.4950548326724,9.0,859476.5537883919,8.0,3.0,2918.811313546649,478.01810555527913,0
1884.0,1,1,0,Suburbs,2001.0,303.62017467906446,863.969516128502,91.0,646498.4505099467,25.0,1.0,3051.5896908075665,343.15204379508845,1
2622.0,4,4,0,Standard,1974.0,0.0,857.5663879498661,46.0,848813.1142769516,52.0,4.0,3479.566387949866,323.7273509828191,0
2695.0,4,3,1,Suburbs,2022.0,432.3318452514928,0.0,86.0,937479.4780078004,4.0,3.5,3127.3318452514927,347.85880445558456,1
1649.0,4,3,0,Standard,1970.0,454.7740948712754,0.0,91.0,844677.2293663647,56.0,3.0,2103.7740948712753,512.2360396400028,1
1680.0,3,2,0,Premium,2000.0,497.3202724227363,620.5798764378827,90.0,1434924.6779637025,26.0,2.0,2797.900148860619,854.1218321212515,1
1691.0,5,2,0,Suburbs,1964.0,465.3524667886754,542.6491762956971,88.0,706511.9103369586,62.0,2.0,2699.0016430843725,417.80716164219905,1
3065.0,3,1,1,Standard,2024.0,263.70215771268124,1501.1816838597947,66.0,1022274.4990048876,2.0,1.5,4829.883841572476,333.5316473099144,0
1762.0,3,1,0,Standard,1996.0,322.0262166739692,0.0,87.0,648993.4360836291,30.0,1.0,2084.0262166739694,368.3277162790177,1
2643.0,4,4,0,Suburbs,2013.0,471.0597491152986,1327.0946210523248,81.0,1020017.2386321872,13.0,4.0,4441.154370167624,385.93160750366525,1
2433.0,1,1,0,Suburbs,2004.0,378.583757024396,0.0,56.0,555213.4577486765,22.0,1.0,2811.583757024396,228.20117457816545,0
976.0,4,3,1,Downtown,2001.0,341.2009562818428,200.0,69.0,956370.839345795,25.0,3.5,1517.2009562818428,979.8881550674129,0
2282.0,1,1,1,Standard,1966.0,150.0,878.037297421656,41.0,637015.5921405049,60.0,1.5,3310.037297421656,279.1479369590293,0
2485.0,3,2,1,Standard,1980.0,313.2023418819317,744.5620015774142,40.0,793418.142423695,46.0,2.5,3542.764343459346,319.28295469766397,0
2350.0,4,4,0,Suburbs,2021.0,589.7373842458453,0.0,56.0,815426.4980794817,5.0,4.0,2939.7373842458455,346.98999918275814,0
2323.0,3,1,0,Standard,2013.0,597.5588016951046,1036.8169572623278,81.0,903838.329034968,13.0,1.0,3957.3757589574325,389.08236290786397,1
2619.0,3,1,0,Rural,1966.0,384.24977456438177,0.0,14.0,421941.98910915205,60.0,1.0,3003.249774564382,161.108052351719,0
2801.0,3,2,0,Suburbs,2003.0,615.3515655699695,1154.136171882102,13.0,775840.8170083811,23.0,2.0,4570.487737452071,276.9870821165231,0
1373.0,3,2,0,Suburbs,1973.0,507.2225032720109,372.4553403626317,97.0,613127.9186388104,53.0,2.0,2252.6778436346426,446.5607564740061,1
1809.0,4,3,1,Standard,1971.0,315.345936297395,0.0,13.0,603221.6161331398,55.0,3.5,2124.345936297395,333.4558408696185,0
2530.0,3,2,0,Suburbs,1961.0,0.0,1295.308070198629,89.0,707713.8318116779,65.0,2.0,3825.308070198629,279.72878727734303,1
2686.0,3,2,1,Suburbs,1998.0,0.0,1080.016923407719,10.0,621877.4376643822,28.0,2.5,3766.0169234077193,231.52547939850416,0
1637.0,3,2,1,Suburbs,2015.0,518.8592559123601,448.8135839376415,92.0,684508.9469160878,11.0,2.5,2604.6728398500013,418.1484098448917,1
2808.0,5,3,1,Rural,1984.0,252.8543622210887,1156.6035956233925,78.0,624726.4976932717,42.0,3.5,4217.457957844481,222.48094647196285,1
1597.0,2,2,0,Standard,1987.0,428.9019894774208,518.4976970460282,17.0,540327.3988580966,39.0,2.0,2544.399686523449,338.339009929929,0
2071.0,5,3,0,Standard,1967.0,150.0,0.0,9.0,623645.1472296003,59.0,3.0,2221.0,301.1323743262194,0
1848.0,3,1,0,Downtown,2020.0,436.827766499104,1100.270891825185,46.0,955865.0123313651,6.0,1.0,3385.0986583242884,517.242972040782,0
1408.0,2,1,1,Standard,2021.0,343.01631869686247,0.0,87.0,644216.6205778093,5.0,1.5,1751.0163186968625,457.54021347855775,1
2594.0,3,2,1,Standard,1995.0,430.267766105643,867.2388003634662,40.0,929798.1847420144,31.0,2.5,3891.506566469109,358.44185996222603,0
1899.0,1,1,0,Suburbs,1960.0,849.5797437578708,0.0,20.0,331105.94672072405,66.0,1.0,2748.579743757871,174.35805514519433,0
1745.0,1,1,1,Suburbs,1967.0,426.43190584579344,669.3240990320049,11.0,381160.9004260295,59.0,1.5,2840.7560048777987,218.4303154303894,0
1533.0,5,2,1,Standard,1997.0,0.0,677.0254686138078,67.0,712393.1927916036,29.0,2.5,2210.025468613808,464.70527905518827,0
2940.0,3,2,1,Premium,1996.0,578.8716103761358,917.309895454026,67.0,1451453.51024908,30.0,2.5,4436.181505830162,493.69167015274826,0
1696.0,3,1,0,Rural,1966.0,255.1905761227449,0.0,90.0,356247.00462214,60.0,1.0,1951.190576122745,210.05129989512974,1
1303.0,3,2,0,Standard,1989.0,164.59654859122088,0.0,94.0,664716.4093909204,37.0,2.0,1467.5965485912209,510.14306169679236,1
1745.0,3,2,0,Downtown,1976.0,419.7423059909113,621.6132273737204,61.0,947686.8913399348,50.0,2.0,2786.355533364632,543.0870437478136,0
2289.0,2,2,0,Standard,1984.0,418.71678695161177,1122.5336203505872,93.0,856542.2289737299,42.0,2.0,3830.2504073021987,374.1993136626168,1
2603.0,2,2,2,Premium,2024.0,267.09409174211385,0.0,52.0,1451453.51024908,2.0,3.0,2870.094091742114,557.6079563000691,0
2304.0,3,2,1,Standard,2015.0,560.6286396868724,0.0,43.0,733943.9320856141,11.0,2.5,2864.6286396868722,318.5520538566033,0
2148.0,3,2,2,Suburbs,2015.0,0.0,823.208890163925,54.0,670475.6683097363,11.0,3.0,2971.208890163925,312.1395103862832,0
1764.0,3,2,0,Rural,1965.0,268.7014648613432,774.2710696772606,11.0,331311.05999770545,61.0,2.0,2806.9725345386037,187.81806122318903,0
1467.0,3,1,0,Standard,1975.0,486.8947967619455,766.3610562890651,2.0,461658.3821602344,51.0,1.0,2720.2558530510105,314.69555702810794,0
2553.0,3,2,0,Standard,2002.0,763.912842077958,1225.4795367680797,52.0,919490.0650177244,24.0,2.0,4542.392378846038,360.1606208451721,0
3616.0,3,2,2,Standard,1983.0,160.77612176487688,1078.7460531205222,82.0,1094024.2370964424,43.0,3.0,4855.522174885399,302.55095052445864,1
3122.0,5,2,0,Suburbs,2020.0,734.2231650024476,1111.2952336190067,45.0,891610.2647081105,6.0,2.0,4967.518398621454,285.58945057915133,0
2328.0,3,2,1,Standard,1998.0,300.0165653150431,960.2012634722734,78.0,878901.1628778161,28.0,2.5,3588.217828787316,377.53486377913066,1
1801.0,3,2,0,Downtown,1981.0,381.5137091723299,733.5107450300558,6.0,725774.4792193114,45.0,2.0,2916.0244542023856,402.9841639196621,0
3219.0,3,2,2,Suburbs,2025.0,0.0,0.0,52.0,809698.8407633009,1.0,3.0,3219.0,251.53738451795616,0
1771.0,4,3,0,Standard,2023.0,371.53726641104754,513.4328846942807,59.0,848546.7524535374,3.0,3.0,2655.970151105328,479.13424757399065,0
2380.0,1,1,0,Suburbs,2012.0,397.0785302047982,957.7813186651588,79.0,779577.5082789278,14.0,1.0,3734.8598488699567,327.55357490711253,1
2023.0,1,1,1,Downtown,2017.0,354.60084344866755,0.0,34.0,817405.7542173333,9.0,1.5,2377.6008434486675,404.0562304583951,0
3328.0,3,2,0,Suburbs,1975.0,0.0,1414.0533799582784,80.0,874886.3734902724,51.0,2.0,4742.053379958278,262.88653049587515,1
2241.0,4,3,1,Rural,1993.0,292.3752096873368,0.0,25.0,422598.4726546848,33.0,3.5,2533.375209687337,188.57584678923908,0
2181.0,3,1,0,Rural,1982.0,284.8406285847082,853.1889827659849,1.0,402765.42646053,44.0,1.0,3319.029611350693,184.670071737978,0
2268.0,2,1,1,Suburbs,1995.0,429.9069880981012,0.0,70.0,637399.2441223268,31.0,1.5,2697.906988098101,281.04023109450037,0
2279.0,5,3,1,Suburbs,1960.0,534.3190335512248,757.3541411097965,99.0,839923.442531805,66.0,3.5,3570.673174661021,368.5491191451536,1
2582.0,3,2,1,Downtown,2009.0,352.7211910114833,831.3938270294948,42.0,1138318.6929096372,17.0,2.5,3766.115018040978,440.86703830737304,0
1845.0,3,1,1,Suburbs,1981.0,751.0450323785469,0.0,33.0,489883.0959764337,45.0,1.5,2596.045032378547,265.5192932121592,0
2103.0,2,2,1,Downtown,1985.0,595.846834276007,962.302584047168,66.0,1101748.2178897806,41.0,2.5,3661.1494183231753,523.8935891059347,0
1763.0,3,1,0,Suburbs,1968.0,460.0647990784421,951.3824181764272,93.0,612734.6327060115,58.0,1.0,3174.447217254869,347.55225905048866,1
1728.0,3,2,0,Suburbs,2013.0,412.73323622900006,581.8957678582843,93.0,682930.4316137796,13.0,2.0,2722.629004087284,395.2143701468632,1
2363.0,3,2,1,Suburbs,2003.0,241.0867889376915,978.1277062899476,73.0,742232.3135168042,23.0,2.5,3582.214495227639,314.1059303922151,0
1075.0,1,1,0,Rural,1993.0,268.2399283991048,0.0,27.0,163807.9960307849,33.0,1.0,1343.2399283991049,152.37953119142782,0
2111.0,4,3,1,Rural,1984.0,197.3803866083973,0.0,6.0,365915.3772143471,42.0,3.5,2308.380386608397,173.33745959940651,0
1817.0,1,1,1,Suburbs,2006.0,371.53726641104754,0.0,60.0,433538.890446358,20.0,1.5,2188.5372664110473,238.60148070795708,0
3368.0,3,2,0,Premium,2012.0,0.0,1522.2562853270354,48.0,1451453.51024908,14.0,2.0,4890.256285327036,430.95413012146076,0
1612.0,1,1,1,Premium,1972.0,341.68468743556275,808.9964184833823,89.0,1084183.150185457,54.0,1.5,2762.681105918945,672.5701924227401,1
3217.0,2,2,0,Suburbs,1988.0,0.0,1279.3437563960822,65.0,753809.6650889099,38.0,2.0,4496.343756396082,234.32069166580973,0
1655.0,2,2,0,Suburbs,1986.0,433.94739293477176,0.0,93.0,567384.2157551245,40.0,2.0,2088.947392934772,342.83034184599666,1
2669.0,3,2,0,Standard,1990.0,150.0,0.0,24.0,730173.4670503761,36.0,2.0,2819.0,273.57567143138857,0
4044.875,4,3,0,Suburbs,1960.0,719.5156399481439,0.0,46.0,920057.5652595098,66.0,3.0,4764.390639948144,227.46254587830524,0
